post_id,ig_post_id,shortcode,post_type,product_type,post_url,owner_username,owner_full_name,owner_id,owner_profile_url,caption,hashtags,mentions,likes,comments,engagement_raw,timestamp,isCommentsDisabled
DT_uMaIEmwa,3818974171859414042,DT_uMaIEmwa,Image,,https://www.instagram.com/p/DT_uMaIEmwa/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Get 3X RDO$ and XP on Bounty Hunter Free Roam Events in Red Dead Online.

There are also bonuses on Regular, Legendary, and Infamous Bounties as well as discounts on the Bounty Hunter Licenses and more through February 2.",[],[],50924.0,633.0,51557.0,2026-01-27 15:00:00+00:00,False
DT1tyIfDOLr,3816157616444072683,DT1tyIfDOLr,Image,,https://www.instagram.com/p/DT1tyIfDOLr/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Get up to 80% off select Rockstar Games PC titles during our special publisher sale on @Steam. 
 
Ends Feb 5. Visit store.steampowered.com/sale/rockstarpublishersale2026 for details.",[],['Steam.'],63188.0,904.0,64092.0,2026-01-23 17:00:01+00:00,False
DT24FKflvua,3816484379712486298,DT24FKflvua,Video,clips,https://www.instagram.com/p/DT24FKflvua/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Baby Run from @jimi_jules, out now on @circolocorecords

Link in bio and get more info at circolocorecords.com",[],"['jimi_jules,', 'circolocorecords']",44927.0,808.0,45735.0,2026-01-23 15:00:00+00:00,False
DTQNCt5ElUT,3805599046447551763,DTQNCt5ElUT,Image,,https://www.instagram.com/p/DTQNCt5ElUT/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"GTA+ Members get early access to the new Pfister Astrale (Sports Classic), free to claim at The Vinewood Car Club through February 4.

Plus, a free Pfister Chore Jacket to maximize your brand loyalty, get bonuses on Auto Shop Robberies and Operation Paper Trail missions, and more.

Join now at rockstargames.com/gtaplus.",[],[],28946.0,581.0,29527.0,2026-01-08 16:00:01+00:00,False
DSFksstAASj,3784592463205762211,DSFksstAASj,Video,clips,https://www.instagram.com/p/DSFksstAASj/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Status is everything. Take your rightful place amongst the city’s elite with a lavish new mansion property.
 
GTA Online: A Safehouse in the Hills, now available.",[],[],215698.0,3917.0,219615.0,2025-12-10 14:57:29+00:00,False
DR4zZRFEvQc,3780997923875255324,DR4zZRFEvQc,Image,,https://www.instagram.com/p/DR4zZRFEvQc/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Get a GTA$500,000 reward in GTA Online when you link @Discord to your Rockstar Games account. 
 
Check out the discord-rewards channel on the server for details on how to claim: discord.gg/rockstargames 
 
Discord can be added to your Linked Accounts on the Rockstar Games website.",[],['Discord'],423708.0,1949.0,425657.0,2025-12-05 19:00:01+00:00,False
DR46rCOl50u,3781029931204975918,DR46rCOl50u,Image,,https://www.instagram.com/p/DR46rCOl50u/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"A haul of new official gear is now available on the Rockstar Store featuring new apparel, fun accessories and collectibles, and more.

Shop now at store.rockstargames.com (link in bio).",[],[],31041.0,447.0,31488.0,2025-12-05 16:58:43+00:00,False
DRxReZPAG68,3778878417810779836,DRxReZPAG68,Video,clips,https://www.instagram.com/p/DRxReZPAG68/,rockstargames,Rockstar Games,184595688,https://www.instagram.com/rockstargames,"Red Dead Redemption and Undead Nightmare are now available on iOS and Android devices, and free on Netflix for subscribers.
 
Also now on PS5, Xbox Series X|S, and Nintendo Switch 2 with free upgrades and enhancements for current owners of the PS4, Xbox One, and Nintendo Switch versions, along with the ability to carry over your game progress.
 
Learn more at rockstargames.com/reddeadredemption and the Rockstar Newswire (link in bio).",[],[],217712.0,3840.0,221552.0,2025-12-02 17:45:20+00:00,False
DTbFtreASQB,3808663039155184641,DTbFtreASQB,Video,clips,https://www.instagram.com/p/DTbFtreASQB/,roobet,Roobet,39624597842,https://www.instagram.com/timthetatman,The call that changed everything…,[],[],2206.0,132.0,2338.0,2026-01-12 19:00:00+00:00,False
DJzzxIHtDDy,3635477000563732722,DJzzxIHtDDy,Sidecar,,https://www.instagram.com/p/DJzzxIHtDDy/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,,[],[],291989.0,2605.0,294594.0,2025-05-18 21:10:52+00:00,False
CrP5vAChFv6,3084938188280847354,CrP5vAChFv6,Image,,https://www.instagram.com/p/CrP5vAChFv6/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,Learning from the best #navination,['navination'],[],630145.0,3080.0,633225.0,2023-04-20 06:48:31+00:00,False
CncdzLzhQ3Z,3016416911149043161,CncdzLzhQ3Z,Image,,https://www.instagram.com/p/CncdzLzhQ3Z/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,Good morning ! 😁,[],[],276537.0,1971.0,278508.0,2023-01-15 17:48:58+00:00,False
CnaRaLGh9xl,3015799465895779429,CnaRaLGh9xl,Image,,https://www.instagram.com/p/CnaRaLGh9xl/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"#1 2018 2021 2022
History has been made",['1'],[],211640.0,1862.0,213502.0,2023-01-14 21:22:13+00:00,False
Cki1JCsJK_V,2964165222591672277,Cki1JCsJK_V,Image,,https://www.instagram.com/p/Cki1JCsJK_V/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"Você está pronto? 🇧🇷 #iemrio22 
📸 @tonyapredko",['iemrio22'],['tonyapredko'],158197.0,2155.0,160352.0,2022-11-04 15:34:12+00:00,False
CjdFwSONAHj,2944535039703253475,CjdFwSONAHj,Sidecar,,https://www.instagram.com/p/CjdFwSONAHj/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,🌋,[],[],226626.0,1180.0,227806.0,2022-10-08 13:32:31+00:00,False
Ce_4d2-tyqD,2864256230534621827,Ce_4d2-tyqD,Sidecar,,https://www.instagram.com/p/Ce_4d2-tyqD/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"Champions of Portugal 🇵🇹 Lisbon, thank you for support, thank you for amazing time, MVP #20",['20'],[],332525.0,2852.0,335377.0,2022-06-19 19:12:52+00:00,False
Cat87mKF-_r,2787151722623528939,Cat87mKF-_r,Video,igtv,https://www.instagram.com/p/Cat87mKF-_r/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"Киберспортивное общество всегда и всё делало ВМЕСТЕ. Но сейчас оно расколото как никогда.
Давайте остановим эту войну вместе!

#StandWithUkraine 🇺🇦",['StandWithUkraine'],[],101918.0,6951.0,108869.0,2022-03-05 10:02:13+00:00,False
CZC0mWnNDQu,2756997255942911022,CZC0mWnNDQu,Image,,https://www.instagram.com/p/CZC0mWnNDQu/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"It took 2 years to regain this throne, nothing would have happened without a team 💫♥️ #navination #top1","['navination', 'top1']",[],248908.0,3300.0,252208.0,2022-01-22 19:28:25+00:00,False
CYJngNlt6qD,2740895585660283523,CYJngNlt6qD,Sidecar,,https://www.instagram.com/p/CYJngNlt6qD/,s1mpleo,Sasha Kostyliev,529464688,https://www.instagram.com/s1mpleo,"Happy new year, my friends ♥️ Love and be loved 💫",[],[],384920.0,2156.0,387076.0,2021-12-31 14:17:17+00:00,False
DRZ3zb6DgI-,3772291590115951166,DRZ3zb6DgI-,Sidecar,,https://www.instagram.com/p/DRZ3zb6DgI-/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,Japan 🇯🇵😎,[],[],77531.0,361.0,77892.0,2025-11-23 15:37:02+00:00,False
DLTNZo5Rjof,3662329858484484639,DLTNZo5Rjof,Sidecar,,https://www.instagram.com/p/DLTNZo5Rjof/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,did u know Sapnap is pandas spelled backwards 🤓,[],[],48585.0,413.0,48998.0,2025-06-24 22:22:42+00:00,False
DKnPCS4x_IT,3649952151423676947,DKnPCS4x_IT,Sidecar,,https://www.instagram.com/p/DKnPCS4x_IT/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,Sapnap:1 Baldness: 0,[],[],106228.0,986.0,107214.0,2025-06-07 20:30:24+00:00,False
DF6h6zjxiDL,3565311231642706123,DF6h6zjxiDL,Sidecar,,https://www.instagram.com/p/DF6h6zjxiDL/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,thank you for having me argentina 🇦🇷,[],[],81010.0,350.0,81360.0,2025-02-11 01:44:00+00:00,False
CzFzMJRseX4,3226209843047163384,CzFzMJRseX4,Sidecar,,https://www.instagram.com/p/CzFzMJRseX4/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,Dream Team Halloween 🎃,[],[],401055.0,10072.0,411127.0,2023-11-01 04:50:05+00:00,False
CpqpXkIPYQG,3056437236372177926,CpqpXkIPYQG,Image,,https://www.instagram.com/p/CpqpXkIPYQG/,sapnapinsta,Sapnap,16912476874,https://www.instagram.com/sapnapinsta,we own orgs 🤪,[],[],718221.0,2783.0,721004.0,2023-03-11 23:02:13+00:00,False
DSuIr-QF2O-,3796009742071456702,DSuIr-QF2O-,Image,,https://www.instagram.com/p/DSuIr-QF2O-/,secretlab,Secretlab,2170421726,https://www.instagram.com/faker,"이번 연말, Faker가 선택한 시크릿랩 TITAN Evo T1 Edition의 주인공이 되어보세요!
팬 여러분 중 한 분을 추첨해, GOAT가 모든 순간에서 믿고 함께한 의자를 선물합니다.
최상의 일관성과 퍼포먼스를 위해 설계된 TITAN Evo는 세계 최고의 선수들이 수많은 트로피를 들어 올리는 순간을 함께해왔습니다.

참여 방법
1️⃣ @secretlab & @faker 팔로우
2️⃣ 게시물 좋아요
3️⃣ 시크릿랩 TITAN Evo가 여러분의 플레이에 어떤 도움이 될지 댓글로 남기기
 
이벤트는 12월 26일부터 31일까지 진행 예정입니다!
*제세공과금 당첨자 부담

This holiday season, stand a chance to win a Secretlab TITAN Evo T1 Edition — the same chair trusted by the GOAT himself. Engineered for maximum consistency and performance, TITAN Evo helps the world’s best players lift trophy after trophy. 

To join,

1️⃣ Follow @secretlab and @faker.
2️⃣ Like this post.
3️⃣ Tell us in the comments how Secretlab TITAN Evo can help you play better.

Contest ends December 31.

#TogetherAs1",['TogetherAs1'],"['suyong1512', 'secretlab', 'faker', 'faker.']",43047.0,2220.0,45267.0,2025-12-26 09:00:51+00:00,False
DRWX4ViDWGx,3771306764449702321,DRWX4ViDWGx,Sidecar,,https://www.instagram.com/p/DRWX4ViDWGx/,secretlab,Secretlab,2170421726,https://www.instagram.com/faker,"Trophies are won by consistency. That’s why I trust Secretlab TITAN Evo to deliver the same precision and performance from training to the world stage. And with the new Secretlab On-Stage Standard, I can have full control over my setup and play at my best, year after year. Here’s to six world championships — and more still to come. 

승리는 일관성에서 비롯됩니다. 연습부터 실전까지 변함없는 정밀함과 퍼포먼스를 지원하는 시크릿랩 TITAN Evo를 믿고 사용하는 이유입니다.
새롭게 선보인 시크릿랩 On-Stage Standard와 함께, 제 세팅을 완벽히 조정하며 최고의 플레이를 계속 보여드리겠습니다. 여섯 번의 월즈 석권, 그리고 앞으로 더 많은 승리를 향해.

@secretlab @secretlabkr",[],"['secretlab', 'secretlabkr']",111990.0,314.0,112304.0,2025-11-22 07:00:26+00:00,False
DUMGYf9kk_M,3822458255596212172,DUMGYf9kk_M,Image,,https://www.instagram.com/p/DUMGYf9kk_M/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"It’s a Sentinels LCS weekend 🙌 

We’re on the Rift vs. Dignitas today at 4:00PM PT

#sen #leagueoflegends","['sen', 'leagueoflegends']",[],4915.0,7.0,4922.0,2026-01-31 20:52:00+00:00,False
DUEdS5UktGL,3820307225764876683,DUEdS5UktGL,Sidecar,,https://www.instagram.com/p/DUEdS5UktGL/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"The highest rated player in the league @1johnqt 😮‍💨

#sentinels #valorant","['sentinels', 'valorant']",['1johnqt'],6809.0,38.0,6847.0,2026-01-28 21:35:31+00:00,False
DUBwU7wkqMd,3819546503774642973,DUBwU7wkqMd,Sidecar,,https://www.instagram.com/p/DUBwU7wkqMd/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"Feeling like a good week to bounce back 👊 

#sentinels #valorant","['sentinels', 'valorant']",[],8987.0,52.0,9039.0,2026-01-27 20:24:06+00:00,False
DT8kMTNkkl8,3818085759040244092,DT8kMTNkkl8,Image,,https://www.instagram.com/p/DT8kMTNkkl8/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"Sometimes it’s more than just a game…

SEN VS. 100T today at 2:00pm PT

#valorant #vct","['valorant', 'vct']",[],14828.0,115.0,14943.0,2026-01-25 20:01:52+00:00,False
DT5-1GYEtaC,3817358487035500162,DT5-1GYEtaC,Video,clips,https://www.instagram.com/p/DT5-1GYEtaC/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"SEN CITY welcome to the LCS

We make our debut vs. DSG today at 4:00PT 

#leagueoflegends",['leagueoflegends'],[],6350.0,9.0,6359.0,2026-01-24 20:00:39+00:00,False
DT4U93MjsAn,3816892896281280551,DT4U93MjsAn,Image,,https://www.instagram.com/p/DT4U93MjsAn/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"W secured. 
SEN WIN 2-0 vs. EG

#sentinels #valorant","['sentinels', 'valorant']",[],7559.0,14.0,7573.0,2026-01-24 04:31:52+00:00,False
DT3exleEn6k,3816654558102453924,DT3exleEn6k,Image,,https://www.instagram.com/p/DT3exleEn6k/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"Let’s try this again. SEN City game day round 2 🙌 

#valorant",['valorant'],[],8109.0,27.0,8136.0,2026-01-23 20:38:20+00:00,False
DTvzqhTkvyf,3814494631758068895,DTvzqhTkvyf,Image,,https://www.instagram.com/p/DTvzqhTkvyf/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"Cubetezia or Corbert?

#valorant #sentinels","['valorant', 'sentinels']",[],6647.0,22.0,6669.0,2026-01-20 21:06:56+00:00,False
DTqiTCUEhtk,3813010876258196324,DTqiTCUEhtk,Video,clips,https://www.instagram.com/p/DTqiTCUEhtk/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"New roster, same city 

SENTINELS 2026 IS HERE 

#valorant",['valorant'],[],7389.0,80.0,7469.0,2026-01-18 20:00:59+00:00,False
DToCZkkkl0f,3812307637917343007,DToCZkkkl0f,Image,,https://www.instagram.com/p/DToCZkkkl0f/,sentinels,Sentinels,7296719853,https://www.instagram.com/sentinels,"The boys are back on stage tomorrow!

#valorant #vct","['valorant', 'vct']",[],8433.0,17.0,8450.0,2026-01-17 20:41:46+00:00,False
DSTo-JmiTb5,3788551904326924025,DSTo-JmiTb5,Video,clips,https://www.instagram.com/p/DSTo-JmiTb5/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,Druid is OP,[],[],8127.0,202.0,8329.0,2025-12-16 02:15:10+00:00,False
DSQOW_kEqhp,3787590439349168233,DSQOW_kEqhp,Video,clips,https://www.instagram.com/p/DSQOW_kEqhp/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,We figured it out ladies and gentlemen,[],[],8246.0,80.0,8326.0,2025-12-14 18:13:24+00:00,False
DSLTgYAkikf,3786205699421382943,DSLTgYAkikf,Video,clips,https://www.instagram.com/p/DSLTgYAkikf/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,1v3 spray transfer with the Kettle,[],[],19035.0,732.0,19767.0,2025-12-12 20:22:49+00:00,False
DSJj9x3iG9n,3785715138842619751,DSJj9x3iG9n,Video,clips,https://www.instagram.com/p/DSJj9x3iG9n/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,I AM NOT THE CORRUPTER OF MINDS #thegameawards @playdiablo,['thegameawards'],['playdiablo'],10155.0,100.0,10255.0,2025-12-12 04:10:07+00:00,False
DSCN_VgFYc_,3783648163963176767,DSCN_VgFYc_,Sidecar,,https://www.instagram.com/p/DSCN_VgFYc_/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,"Big thanks to Fallout for inviting us out to the Season 2 premiere. Also, Todd Fucking Howard.",[],[],25500.0,146.0,25646.0,2025-12-09 07:40:31+00:00,False
DM3T6bsSVy6,3690505998000807098,DM3T6bsSVy6,Image,,https://www.instagram.com/p/DM3T6bsSVy6/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,aura,[],[],33491.0,267.0,33758.0,2025-08-02 19:23:39+00:00,False
DF3-SbjveH1,3564591575511982581,DF3-SbjveH1,Video,clips,https://www.instagram.com/p/DF3-SbjveH1/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,WE DID IT!!! 1 million dollars to St. Jude’s. Half from me and half from my amazing community all in memory of Papa Shroud ❤️,[],[],25000.0,248.0,25248.0,2025-02-10 01:56:01+00:00,False
C7yZUowulLN,3382877639428166349,C7yZUowulLN,Sidecar,,https://www.instagram.com/p/C7yZUowulLN/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,THIRTY,[],[],80210.0,411.0,80621.0,2024-06-04 08:41:01+00:00,False
CbVmQ-JhQf7,2798311035491387387,CbVmQ-JhQf7,Image,,https://www.instagram.com/p/CbVmQ-JhQf7/,shroud,Michael Grzesiek,1725401510,https://www.instagram.com/shroud,Reunited @postmalone,[],['postmalone'],169734.0,426.0,170160.0,2022-03-20 19:31:32+00:00,False
DNvmFWK3G3s,3706348511518551532,DNvmFWK3G3s,Image,,https://www.instagram.com/p/DNvmFWK3G3s/,skate,skate.,36429722213,https://www.instagram.com/ea,We’re stoked to reveal the official skate. cover art! Come back on Tuesday 8/26 9am PT | 12pm ET...we’re giving you the Early Access release date. See ya then. 🛹,[],[],112615.0,5542.0,118157.0,2025-08-24 15:59:54+00:00,False
DQM72p7D2qs,3750635830302960300,DQM72p7D2qs,Video,clips,https://www.instagram.com/p/DQM72p7D2qs/,smoshgames,Smosh Games,1436269968,https://www.instagram.com/jacksepticeye,Not sponsored but @mountaindew call us 🫶,[],['mountaindew'],-1.0,351.0,350.0,2025-10-24 18:30:00+00:00,False
DUJH2baiSoP,3821620285414124047,DUJH2baiSoP,Sidecar,,https://www.instagram.com/p/DUJH2baiSoP/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,"Had a ton of fun in New York this week thanks to @american_heart inviting me to their Red Dress Collection Concert. It’s really hard to grasp the impact I have sitting at home all the time, so being able to see it first hand thanks to the generosity of all of you is always a huge honor",[],['american_heart'],9468.0,32.0,9500.0,2026-01-30 17:04:20+00:00,False
DSO413ADaI_,3787214328458748479,DSO413ADaI_,Sidecar,,https://www.instagram.com/p/DSO413ADaI_/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,Normal work day today,[],[],3682.0,13.0,3695.0,2025-12-14 05:45:51+00:00,False
DRskNhiiVBW,3777553446497505366,DRskNhiiVBW,Sidecar,,https://www.instagram.com/p/DRskNhiiVBW/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,Had an amazing time visiting back home. 314 💙,[],[],8149.0,9.0,8158.0,2025-11-30 21:51:24+00:00,False
DQDCuLwkslm,3747851284717422950,DQDCuLwkslm,Sidecar,,https://www.instagram.com/p/DQDCuLwkslm/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,Twitchcon San Diego you were super cool. Was super busy this time around but so glad I got to see a bunch of my friends and make a bunch of fans happy. See ya next year,[],[],2411.0,14.0,2425.0,2025-10-20 22:18:30+00:00,False
DPcAK58iSXf,3736862540224341471,DPcAK58iSXf,Video,clips,https://www.instagram.com/p/DPcAK58iSXf/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,DONT LET ME PLAY RUST #fyp #twitchclips #sneegsnag #twitch #react #rust,"['fyp', 'twitchclips', 'sneegsnag', 'twitch', 'react', 'rust']",[],993.0,4.0,997.0,2025-10-05 18:26:11+00:00,False
DPUe09vCew1,3734745572092537909,DPUe09vCew1,Video,clips,https://www.instagram.com/p/DPUe09vCew1/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,,[],[],1972.0,15.0,1987.0,2025-10-02 20:20:48+00:00,False
DPFPymjDZgF,3730457314408110085,DPFPymjDZgF,Image,,https://www.instagram.com/p/DPFPymjDZgF/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,It’s our birthday today :),[],[],6855.0,51.0,6906.0,2025-09-26 22:19:47+00:00,False
DLQTWHfPR4j,3661511579804704291,DLQTWHfPR4j,Image,,https://www.instagram.com/p/DLQTWHfPR4j/,sneegsnag,Brendan Thro,230125956,https://www.instagram.com/sneegsnag,"To get hyped for The Realm SMP’s very own Crinkle Plushie to arrive at Youtooz tomorrow we are doing a GIVEAWAY!!!

Like + comment to make sure you are eligible winners will be announced tomorrow :)",[],[],854.0,147.0,1001.0,2025-06-23 19:16:55+00:00,False
DDm4mHtvUCd,3523752668692299933,DDm4mHtvUCd,Sidecar,,https://www.instagram.com/p/DDm4mHtvUCd/,stjude,St. Jude Children’s Research Hospital,202044900,https://www.instagram.com/drlupo,"Happy to see @drlupo and Sam Lupo beside this artwork that stands as a tribute to the amazing goals achieved by the BAC community.

Ben and Sam have committed to raise $25 million by 2033 for the Build Against Cancer and GCX floor at the Domino’s Village.",[],['drlupo'],7766.0,41.0,7807.0,2024-12-15 17:34:33+00:00,False
DTdhUqyDmZt,3809347415686669933,DTdhUqyDmZt,Sidecar,,https://www.instagram.com/p/DTdhUqyDmZt/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,"They thought I fell off. They forgot I got wings

@redbulletin @redbullusa @redbullgaming",[],"['redbulletin', 'redbullusa', 'redbullgaming']",15397.0,146.0,15543.0,2026-01-13 18:40:20+00:00,False
DSQ82PfDqP2,3787794896888177654,DSQ82PfDqP2,Sidecar,,https://www.instagram.com/p/DSQ82PfDqP2/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,"With my move, I summon blue-eyes white dragon.",[],[],7896.0,91.0,7987.0,2025-12-15 00:59:20+00:00,False
DRSeYQTEkfy,3770209446225135602,DRSeYQTEkfy,Sidecar,,https://www.instagram.com/p/DRSeYQTEkfy/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,"The comeback will be epic.

Thank you Fortnite for inviting me to such an amazing event.",[],[],29395.0,255.0,29650.0,2025-11-20 18:40:11+00:00,False
DQsWz3ZjmXs,3759480110148642284,DQsWz3ZjmXs,Sidecar,,https://www.instagram.com/p/DQsWz3ZjmXs/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,one day at a time 🖤,[],[],42359.0,623.0,42982.0,2025-11-05 23:22:54+00:00,False
DPcWbTuDtpk,3736960424433605220,DPcWbTuDtpk,Sidecar,,https://www.instagram.com/p/DPcWbTuDtpk/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,You ever just want some attention,[],[],7957.0,179.0,8136.0,2025-10-05 21:40:19+00:00,False
DNtIOCt0kmt,3705654217756789165,DNtIOCt0kmt,Sidecar,,https://www.instagram.com/p/DNtIOCt0kmt/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,Who remembers the infinity stones?,[],[],9416.0,175.0,9591.0,2025-08-23 17:00:28+00:00,False
DNn30aIIEMY,3704174712560042776,DNn30aIIEMY,Sidecar,,https://www.instagram.com/p/DNn30aIIEMY/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,"Wedding Season ❤️🌹

Should I wear a suit more often?",[],[],30279.0,481.0,30760.0,2025-08-21 16:00:00+00:00,False
CivjieFOs6v,2931718182831574703,CivjieFOs6v,Sidecar,,https://www.instagram.com/p/CivjieFOs6v/,sypherpk,Ali “SypherPK” Hassan,311690024,https://www.instagram.com/sypherpk,This SypherPK Skin looks insane on maximum graphics 🤯,[],[],121505.0,1416.0,122921.0,2022-09-20 21:07:43+00:00,False
DUQMoT0ESZJ,3823611630249387593,DUQMoT0ESZJ,Video,clips,https://www.instagram.com/p/DUQMoT0ESZJ/,t1lol,T1 LoL,4581816102,https://www.instagram.com/t1lol,"5️⃣전 5️⃣승, 5️⃣번째 승리의 인터뷰 주인공은!🐯🐿️
5 out of 5 wins! And the fifth interview duo is!🐯🐿️

#TogetherAs1",['TogetherAs1'],[],8906.0,68.0,8974.0,2026-02-02 11:00:00+00:00,False
DUPOwy3jDXS,3823339534465906130,DUPOwy3jDXS,Video,clips,https://www.instagram.com/p/DUPOwy3jDXS/,t1lol,T1 LoL,4581816102,https://www.instagram.com/t1lol,"𝐓𝟏 𝐏𝐎𝐏 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥 𝐒𝐭𝐢𝐜𝐤𝐞𝐫 '𝐬𝐓𝟏𝐜𝐤𝐞𝐫'

 'sT1cker 2' 가 곧 출시됩니다!🎁
 2월 3일(화) 11시, T1 POP에서 만나요!

 'sT1cker 2' is here!🎁
 See you at T1 POP on Feb 3rd(Tue) at 11:00 KST.

 #TogetherAs1 #sT1cker","['TogetherAs1', 'sT1cker']",[],9496.0,57.0,9553.0,2026-02-02 02:00:31+00:00,False
DULBsLAGNqS,3822156142270274194,DULBsLAGNqS,Image,,https://www.instagram.com/p/DULBsLAGNqS/,t1lol,T1 LoL,4581816102,https://www.instagram.com/t1lol,"𝐐𝐮𝐚𝐥𝐢𝐟𝐢𝐞𝐝 𝐟𝐨𝐫 𝟐𝟎𝟐𝟔 𝐋𝐂𝐊 𝐂𝐔𝐏 𝐏𝐋𝐀𝐘𝐎𝐅𝐅𝐒

오늘 경기 3-0 승리를 거두며 2026 LCK CUP 플레이오프에 진출합니다! 지금의 경기력을 유지해서 플레이오프에도 좋은 모습 보여드리도록 하겠습니다.

With a solid 3-0 win today, we are the first to qualify for the 2026 LCK CUP Playoffs. We aim to continue on with this performance and play even stronger for the Playoffs.

#TogetherAs1",['TogetherAs1'],[],61771.0,391.0,62162.0,2026-01-31 10:49:00+00:00,False
DUFXIGrjNvh,3820561570892405729,DUFXIGrjNvh,Sidecar,,https://www.instagram.com/p/DUFXIGrjNvh/,t1lol,T1 LoL,4581816102,https://www.instagram.com/t1lol,"이번주 토요일, 황족 미드의 수장 'Faker' 선수가 쏩니다!👑
This Saturday, a special gift from the Head of the Royal MID, 'Faker'!👑

#TogetherAs1",['TogetherAs1'],[],15529.0,77.0,15606.0,2026-01-29 06:00:55+00:00,False
DUFCfyKlzON,3820470839155307405,DUFCfyKlzON,Sidecar,,https://www.instagram.com/p/DUFCfyKlzON/,t1lol,T1 LoL,4581816102,https://www.instagram.com/t1lol,"✨[LoL] 2026 T1 UNIFORM SERIES GENERAL SALE NOTICE✨

2월 5일, 목요일부터 [LoL] 2026 T1 Uniform의 일반 판매가 시작됩니다.
*반드시 게시물 마지막 페이지까지 나와있는 각 플랫폼별 안내 사항을 확인하여 주시기 바랍니다.

General sale of the [LoL] 2026 T1 Uniform will begin on Thursday, Feb. 5th.
Please make sure to check the final page of this post for detailed information about each sales platform.

🛒shop-t1.gg

#TogetherAs1",['TogetherAs1'],[],13580.0,27.0,13607.0,2026-01-29 03:00:40+00:00,False
